Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-10-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.72836769,46.80847196,46.88535157,46.97624381,47.08454052,47.20523348,47.3210709,47.44774657,47.56649553,47.67674225,47.74554406,47.79967057,47.83266286,47.84992694,47.87348672,47.88339104,47.91429442,47.95212509,47.9851059,48.01769226,48.05612583,48.09755782,48.13531887,48.16685281,48.21151107,48.26414178,48.3353305,48.41443456,48.47145309,48.5090393,48.47680425,48.39890788,48.27564809,48.11560272,47.92637014,47.74434995,47.54616963,47.34963114,47.17081632,47.04314755,46.98251477,46.99787598,47.06889065,47.18765367,47.30605996,47.42088336,47.52946866,47.62284449,47.69773052,47.77791868,47.84505282,47.91372549,47.9752674,48.02863075,48.07804499,48.12174712,48.15700381,48.1907257,48.21150371
Australia,AUS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.48672778,50.45596159,50.42299374,50.39000278,50.35956614,50.33341625,50.31229832,50.29554666,50.28093346,50.26566565,50.24765048,50.22732835,50.2050828,50.1793283,50.14808637,50.11069977,50.0656873,50.01488376,49.96459852,49.92301396,49.89560199,49.8843661,49.88632573,49.89579223,49.90504537,49.90859104,49.90604728,49.89909572,49.88752304,49.87140413,49.85132012,49.82582413,49.7959767,49.76811333,49.75011414,49.74709448,49.76152979,49.79040588,49.82642463,49.85960593,49.88324736,49.89418941,49.89510532,49.89206419,49.89355952,49.90483703,49.92834071,49.95989977,49.99071127,50.00941113,50.00915608,49.98772296,49.94968335,49.90355156,49.86080943,49.82912566,49.81052817,49.80204086,49.80037676
Austria,AUT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.58076281,46.61146407,46.64568253,46.68285042,46.72194712,46.76223116,46.80348395,46.84550898,46.88784221,46.92978257,46.97086495,47.01116069,47.05069963,47.08879257,47.12505032,47.15917884,47.19117417,47.22149582,47.25157917,47.28330692,47.31788824,47.35603021,47.39790984,47.44287199,47.49027775,47.53960473,47.58998058,47.64182193,47.69778933,47.76119733,47.83393324,47.91647636,48.00630525,48.09827918,48.18625141,48.26585056,48.33663679,48.39953277,48.45388428,48.49902796,48.53476322,48.56022441,48.57639829,48.58686951,48.59670602,48.60947682,48.62682242,48.64844677,48.67430116,48.70351805,48.73565761,48.77005397,48.80711296,48.84885108,48.89784979,48.95516788,49.02190457,49.0956929,49.17057335
Azerbaijan,AZE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.8312614,47.93682892,48.04052713,48.14001998,48.23289297,48.31804461,48.39579475,48.4670528,48.53225763,48.59207442,48.6467072,48.69590755,48.73991368,48.78086947,48.82095962,48.86180769,48.90383152,48.94585459,48.98473916,49.01687994,49.03965136,49.05285574,49.05756388,49.0544193,49.0441521,49.02767546,49.00536701,48.97833984,48.94918379,48.9211614,48.89638726,48.8765953,48.86187279,48.85125526,48.84342239,48.83764448,48.8327882,48.8304582,48.83572429,48.85525754,48.89302788,48.95070874,49.02504692,49.10877119,49.1920523,49.26807759,49.33471052,49.39360313,49.44635882,49.49598196,49.54450419,49.59153325,49.63612359,49.67900905,49.72097547,49.76246373,49.80392954,49.84492118,49.8842509
Burundi,BDI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.27799173,48.31533586,48.35147146,48.38750702,48.42384674,48.46062763,48.49859454,48.53650927,48.56907397,48.59054533,48.59804488,48.59050992,48.57049211,48.54412613,48.51923581,48.50163975,48.49435276,48.49586685,48.50291092,48.50999904,48.51444304,48.51309733,48.50863992,48.51149872,48.5345035,48.58405854,48.66427448,48.76674485,48.87044197,48.95039051,48.99196703,48.99039933,48.95589166,48.90735754,48.86929298,48.8579673,48.87751212,48.92148648,48.98114384,49.04340614,49.09846899,49.14374981,49.18214447,49.21541125,49.24691041,49.27871648,49.31113258,49.34281971,49.37289752,49.40020799,49.42422466,49.44466683,49.46252387,49.4792408,49.4963939,49.51494257,49.53524036,49.55658118,49.57800536
Belgium,BEL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.20008059,49.18466532,49.16657376,49.14678881,49.12664062,49.10700482,49.08840029,49.07053655,49.05281859,49.03435552,49.01456877,48.99331213,48.971236,48.94938148,48.92936028,48.91224369,48.89842754,48.88765494,48.87974885,48.87417483,48.87049842,48.86859029,48.86856878,48.87038907,48.87436064,48.88027391,48.88836112,48.89815526,48.90863159,48.91847087,48.92667749,48.93304912,48.93780553,48.94127537,48.94394977,48.94630084,48.94808275,48.94938616,48.95181326,48.95731037,48.96710246,48.98190973,49.00078428,49.02183303,49.04203369,49.05936682,49.07419231,49.08741943,49.09818974,49.10554705,49.10952683,49.10782414,49.10215325,49.10133649,49.116723,49.15545639,49.22133758,49.30935453,49.40668061
Benin,BEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.56715387,47.63050694,47.69201449,47.75174764,47.80911236,47.8635719,47.91606314,47.9659329,48.01256489,48.05358905,48.08837436,48.11681211,48.1402225,48.15987893,48.17787968,48.19554406,48.21372927,48.23231477,48.25179707,48.27256676,48.29449141,48.31838007,48.34459815,48.37363921,48.40581223,48.44165084,48.48037373,48.52229044,48.5686019,48.62108456,48.68023209,48.74612972,48.81686408,48.88840716,48.95606833,49.01756855,49.07183335,49.12040542,49.1669674,49.21608343,49.2700933,49.3300011,49.39341229,49.45530623,49.50956793,49.55263715,49.58361999,49.60532432,49.62244658,49.64122382,49.66526634,49.69550766,49.72996902,49.76609745,49.80059472,49.83123048,49.85773641,49.88099533,49.9017983
Burkina Faso,BFA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.89740954,50.76382448,50.6292729,50.4965481,50.36991377,50.25208343,50.14373064,50.04363633,49.95011084,49.86103906,49.77463254,49.69065471,49.60981423,49.53087374,49.45287659,49.37564932,49.29906319,49.22387842,49.15212791,49.08628383,49.0280656,48.97799136,48.93587952,48.90178466,48.8755967,48.85731041,48.84641171,48.84255437,48.84513062,48.85353046,48.86702842,48.8857233,48.90877918,48.93448011,48.96073828,48.98612273,49.0100392,49.03342087,49.05786654,49.08578588,49.11859121,49.15614091,49.19756999,49.24219005,49.28897234,49.33717083,49.38638052,49.43637148,49.48636547,49.53561492,49.58355898,49.62999742,49.67475602,49.71778194,49.75899335,49.79826197,49.83557104,49.87094412,49.90451848
Bangladesh,BGD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.98455101,51.95563731,51.92247816,51.88781052,51.85519645,51.82686633,51.80380138,51.78471481,51.76690143,51.74671603,51.72199625,51.69235439,51.65926797,51.62486762,51.59231105,51.56429103,51.54041765,51.52065323,51.50796289,51.50562164,51.51487896,51.53657964,51.56768447,51.60109604,51.62805814,51.64302151,51.64465081,51.63549759,51.61888694,51.59936647,51.58004224,51.56114693,51.54176313,51.52226529,51.50289587,51.48375054,51.46451897,51.44490617,51.42492733,51.40456773,51.38343771,51.36300261,51.3424006,51.31647597,51.27871024,51.22547223,51.15449949,51.06942621,50.9796183,50.8976504,50.83210022,50.78589293,50.755618,50.73571884,50.71805998,50.6969406,50.67119485,50.64273714,50.61270333
Bulgaria,BGR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.92819196,49.93934724,49.95150307,49.96353222,49.97428239,49.98302238,49.98916645,49.99267693,49.99341668,49.99161402,49.98720547,49.98008537,49.96998371,49.95731718,49.94267272,49.92649672,49.90873811,49.88931366,49.86704848,49.84084298,49.80985578,49.77389915,49.73351497,49.68893532,49.64037432,49.58831146,49.53284767,49.47415082,49.41284499,49.34937642,49.28427028,49.21734915,49.14913237,49.08089303,49.01503536,48.9535946,48.89760817,48.84747615,48.80354559,48.76575631,48.73368191,48.70754158,48.68734016,48.6730915,48.66490717,48.66228071,48.66561744,48.67397638,48.68423851,48.69233448,48.69530833,48.69175291,48.68230968,48.66826098,48.65205983,48.63556859,48.61903358,48.60213064,48.58591159
Bahrain,BHR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,53.53846912,53.79364975,54.10823611,54.41894668,54.63343686,54.7057066,54.61532445,54.41548506,54.18884437,54.04417653,54.05419389,54.20655346,54.46495979,54.83891169,55.32575385,55.90267877,56.57031289,57.27531509,57.88887927,58.29511908,58.45005654,58.34464878,58.04618697,57.66185481,57.33302557,57.1525983,57.14338444,57.25498406,57.43081441,57.59632993,57.70365397,57.76205366,57.79590963,57.79076186,57.73722229,57.63671328,57.47924951,57.29375201,57.15752236,57.16310051,57.36070778,57.72905168,58.21952281,58.79970413,59.43162948,60.07263059,60.73174371,61.37448307,61.90697487,62.24905597,62.38000297,62.28025909,62.00507407,61.69970396,61.56400137,61.72352286,62.20664571,62.90505777,63.65174839
"Bahamas, The",BHS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.82711902,48.06504574,48.28229776,48.48751374,48.68479114,48.87548194,49.0705761,49.25927625,49.4213605,49.51815664,49.5371245,49.47381738,49.34303368,49.19154469,49.08349315,49.0526483,49.11587689,49.24556063,49.40590226,49.55362127,49.65264093,49.69464195,49.69661462,49.67413759,49.64617051,49.62763078,49.6230441,49.62571681,49.6267948,49.62460971,49.61772179,49.605183,49.58726149,49.55490381,49.49736994,49.40877082,49.28340024,49.13123819,48.96799725,48.8218511,48.70908755,48.63821716,48.60380229,48.59017064,48.58149912,48.56825346,48.54485367,48.51668855,48.49016527,48.46967963,48.46141276,48.46474945,48.47723066,48.49521465,48.5153457,48.53233565,48.54877845,48.56175131,48.57494781
Bosnia and Herzegovina,BIH,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.05647333,49.11774114,49.17980525,49.23523214,49.27414466,49.29101784,49.28431424,49.25878374,49.2234416,49.18985355,49.1665018,49.15501752,49.15348728,49.16257811,49.18245324,49.21250546,49.25422413,49.30591447,49.36153089,49.41253731,49.45323397,49.48071974,49.49597708,49.50364527,49.51004076,49.51912908,49.53413324,49.55184891,49.56378388,49.55720272,49.52455762,49.45872584,49.36200788,49.24681412,49.13750115,49.05675012,49.01701963,49.01498098,49.03932103,49.07047238,49.09423072,49.10805818,49.11553447,49.11802442,49.11864266,49.11957299,49.1205501,49.11984216,49.11730964,49.11207205,49.10397525,49.09243568,49.07796787,49.06119746,49.0440268,49.02786582,49.01341095,49.00060689,48.98946397
Belarus,BLR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,45.18269252,45.2831695,45.37847289,45.46815903,45.5520923,45.62997812,45.7015195,45.76701847,45.82823102,45.88753883,45.94661453,46.00616844,46.06575529,46.12507921,46.18358914,46.24067578,46.29671531,46.35179327,46.4047603,46.45417336,46.49915511,46.5384419,46.57267872,46.60502297,46.63987958,46.67982899,46.72674186,46.77862697,46.82951221,46.87147373,46.89929747,46.91003697,46.90620895,46.89463868,46.88520698,46.88467678,46.89652035,46.91745044,46.93941396,46.95071964,46.94306465,46.9137174,46.8662207,46.80636435,46.74331793,46.68424234,46.63096661,46.58255871,46.54176966,46.51082421,46.49111689,46.48469579,46.49090028,46.50498297,46.5204731,46.53261682,46.53946086,46.54241858,46.54394578
Belize,BLZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.37980623,49.41499472,49.45170034,49.48634753,49.50858163,49.53825858,49.56560705,49.58964394,49.61271701,49.63905122,49.66607739,49.68548419,49.71294199,49.74476774,49.79551426,49.87468484,49.98853067,50.12336667,50.26659471,50.37720627,50.45233173,50.47637763,50.46472941,50.42869978,50.39260077,50.3729126,50.37359423,50.385756,50.40357943,50.41995738,50.42387792,50.41802695,50.40705214,50.38987982,50.37807605,50.36721717,50.36132173,50.35586145,50.3552691,50.35295988,50.34814605,50.34147757,50.33214298,50.32105052,50.29944018,50.2688532,50.22585451,50.17406222,50.12124294,50.07007675,50.02961562,49.99909156,49.97529593,49.95530898,49.93321372,49.90912265,49.87852844,49.84259198,49.80747694
Bermuda,BMU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.55267502,49.58165212,49.61059649,49.63965425,49.66894144,49.69826919,49.7278483,49.75732313,49.78680737,49.81625554,49.84558444,49.87485137,49.90400206,49.93251031,49.95991655,49.98589399,50.01014969,50.03306076,50.05509878,50.07644058,50.09756391,50.11855159,50.13931064,50.15958706,50.17939831,50.19864195,50.21707434,50.23461761,50.25111248,50.26664467,50.280917,50.29430406,50.3067973,50.31709221,50.32386064,50.32642233,50.32410504,50.31800503,50.31071067,50.30570181,50.30511019,50.30946672,50.31760912,50.32724668,50.3353606,50.33981236,50.34025516,50.33726222,50.33167353,50.32453901,50.31657653,50.30794723,50.29848202,50.28790951,50.27609819,50.26291357,50.24842678,50.23283161,50.21660087
Brazil,BRA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.78697267,49.79886515,49.80896715,49.81722907,49.82361715,49.82820987,49.83107362,49.8324006,49.83251976,49.83179816,49.8305331,49.82871155,49.82640891,49.82400999,49.82198904,49.82058263,49.8198335,49.81948117,49.81903327,49.81788014,49.81557411,49.81209445,49.8074765,49.80148486,49.79384564,49.78443136,49.77314317,49.76015179,49.74588189,49.73088836,49.7155528,49.70001617,49.68417675,49.66786864,49.65085993,49.63301697,49.61437219,49.59507275,49.57524727,49.55503894,49.53456495,49.51386868,49.49298036,49.47195149,49.45084787,49.42971123,49.40855601,49.38741347,49.36639447,49.34564631,49.32526444,49.30532482,49.28579741,49.26653848,49.24734079,49.22807751,49.20871565,49.18934057,49.17008324
Barbados,BRB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,44.76134814,44.85365833,45.06949012,45.36536091,45.67411803,45.95841386,46.19923417,46.4068858,46.59439136,46.77786042,46.97377509,47.18046757,47.39010363,47.57976929,47.71524221,47.78191243,47.76964586,47.68831524,47.57913669,47.48017681,47.42895859,47.43185838,47.4826628,47.56486689,47.66236257,47.75189261,47.83814372,47.92373998,48.00015446,48.06451737,48.1115842,48.13792419,48.14332991,48.14017562,48.12697957,48.11189863,48.09827484,48.08544911,48.07116814,48.05827217,48.04667214,48.03775496,48.0285126,48.02082156,48.01240905,48.00448755,47.99315254,47.97973455,47.97175169,47.97248023,47.98692806,48.01527985,48.05814634,48.10829634,48.15904503,48.20714478,48.25156229,48.29105367,48.32716997
Brunei Darussalam,BRN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.60634952,51.59887798,51.59134594,51.58862519,51.58813727,51.58316242,51.58752354,51.59810042,51.60860751,51.59875724,51.56488844,51.49625568,51.40583741,51.34934957,51.38809175,51.55257215,51.84839421,52.24105267,52.64816419,52.97714237,53.17154941,53.22231499,53.15630096,53.030796,52.90453579,52.82035288,52.77740487,52.76113906,52.75833146,52.75634703,52.73738568,52.71704832,52.6923414,52.63344741,52.50404212,52.28466033,51.96507124,51.57519185,51.17646137,50.84974894,50.65042651,50.58714199,50.63715298,50.76296013,50.91477156,51.06077039,51.18915795,51.31091536,51.42586804,51.53789248,51.64730826,51.75253437,51.84750763,51.9262439,51.9847332,52.01752652,52.02017194,51.99950057,51.96381947
Bhutan,BTN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.97140861,50.94931592,50.92815239,50.90529624,50.87361972,50.8372278,50.78726917,50.73089233,50.68865681,50.68013033,50.71592663,50.79603984,50.90902778,51.04377557,51.18151299,51.3107249,51.42874617,51.53732661,51.62734397,51.68879937,51.71756992,51.71164319,51.6773986,51.62576764,51.57075427,51.52585598,51.49107029,51.46455788,51.44269644,51.4222298,51.3960976,51.37149131,51.34801927,51.32184232,51.2847219,51.23571673,51.16543638,51.08489378,51.02927471,51.04172795,51.14650414,51.35469143,51.64254697,51.95893858,52.23799289,52.43393388,52.53892584,52.56973888,52.55527381,52.53173607,52.52836607,52.54861913,52.58487247,52.63356495,52.69277786,52.75805931,52.8311158,52.91289938,52.99736478
Botswana,BWA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.51879626,48.5402428,48.57372508,48.6025552,48.60824648,48.5783827,48.50574431,48.39924122,48.28225669,48.18557919,48.12765049,48.12021351,48.15019128,48.17931718,48.16405742,48.07862995,47.9178734,47.70627533,47.49209278,47.32906934,47.24945983,47.25841885,47.33330633,47.4450972,47.55598731,47.64081396,47.69683189,47.73279857,47.7577614,47.78349902,47.81699094,47.85877627,47.90563687,47.95720136,48.01385715,48.07459707,48.13999112,48.20990844,48.27941138,48.34504987,48.40364065,48.45038497,48.48645195,48.5215814,48.56725986,48.62882467,48.71483422,48.81596922,48.90344512,48.94089824,48.90851318,48.79557767,48.61972071,48.42037845,48.25298439,48.1543026,48.13657882,48.18287442,48.26923956
Central African Republic,CAF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.24084418,49.23590665,49.23171992,49.22744757,49.22393011,49.22065297,49.21832926,49.21612404,49.21385072,49.2107349,49.20644649,49.20084954,49.19407255,49.18716521,49.18030998,49.17413335,49.16868509,49.16373926,49.16087949,49.16109938,49.16537046,49.17368127,49.18540734,49.19848758,49.21025088,49.22015443,49.22697011,49.23206425,49.23622128,49.24116858,49.24773937,49.25661115,49.2672433,49.27767791,49.28627181,49.29185872,49.29362636,49.29322091,49.29335042,49.2975445,49.30811574,49.32549994,49.34832564,49.3740185,49.39954034,49.42273882,49.44298003,49.46083901,49.47664231,49.49104613,49.50438421,49.51689876,49.52845893,49.53885446,49.54774358,49.55442381,49.55912522,49.56189297,49.56352629
Canada,CAN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.5614486,50.50890467,50.44544108,50.3777839,50.31482723,50.26242394,50.22178703,50.19056043,50.16674003,50.14713019,50.12922513,50.11344185,50.09972049,50.08439543,50.06311908,50.03314503,49.99319834,49.94509904,49.89294074,49.84242668,49.79758884,49.75934767,49.726523,49.69871008,49.67483839,49.65410306,49.63707701,49.62382477,49.61239269,49.60030349,49.58603114,49.56863528,49.54913495,49.53010309,49.51509896,49.50645747,49.50486832,49.50908095,49.5173019,49.52697814,49.53619151,49.54427244,49.55162668,49.55872143,49.56635589,49.57495595,49.58490941,49.59554423,49.60517899,49.61158911,49.61351565,49.61026262,49.60290826,49.59419104,49.58769458,49.58587344,49.58943397,49.59743784,49.60847005
Central Europe and the Baltics,CEB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.40445199,48.44140691,48.47643279,48.50919362,48.53824692,48.56286183,48.58308578,48.5994747,48.61255434,48.62474877,48.63758197,48.6509818,48.66458971,48.67792013,48.68997771,48.69993304,48.70744849,48.71272341,48.71589421,48.71782087,48.71930305,48.71971872,48.71827264,48.71546108,48.71175951,48.70729959,48.70232874,48.69657103,48.68892037,48.67773584,48.66168648,48.63909203,48.61253841,48.58461735,48.55606684,48.52861351,48.50308766,48.47919552,48.45644426,48.43341507,48.40918222,48.38368778,48.35735303,48.33361514,48.31308289,48.2968987,48.28479762,48.27588689,48.27168887,48.27372914,48.28205257,48.29660336,48.31587989,48.33735752,48.35775137,48.37445868,48.38666369,48.39483029,48.39978891
